unix_time,elapsed_s,policy,skill_cmd,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,q_14_rad,q_15_rad,q_16_rad,q_17_rad,q_18_rad,q_19_rad,q_20_rad,q_21_rad,q_22_rad,q_23_rad,q_24_rad,q_25_rad,q_26_rad,q_27_rad,q_28_rad
1777017336.0008426,3.5762786865234375e-06,SKILL_BEYOND_MIMIC,INVALID,-0.28226780891418457,0.02318526804447174,-0.008008353412151337,0.45282259583473206,-0.20762945711612701,0.019467929378151894,-0.25247448682785034,-0.04087206721305847,0.009173448197543621,0.47451990842819214,-0.23882927000522614,0.005684200208634138,-0.01470430102199316,-0.002718838397413492,-0.026631105691194534,0.3313518464565277,0.2028689682483673,-0.01613076776266098,0.8708097338676453,-0.0007190534961409867,-0.010881676338613033,0.0047098007053136826,0.31252461671829224,-0.18550382554531097,0.0028402614407241344,0.8256651759147644,-0.01336241140961647,0.02431599237024784,-0.006914897821843624
