unix_time,elapsed_s,policy,skill_cmd,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,q_14_rad,q_15_rad,q_16_rad,q_17_rad,q_18_rad,q_19_rad,q_20_rad,q_21_rad,q_22_rad,q_23_rad,q_24_rad,q_25_rad,q_26_rad,q_27_rad,q_28_rad
1777020228.917483,2.7418136596679688e-05,SKILL_BEYOND_MIMIC,SKILL_5,-0.31689316034317017,-0.007954542525112629,-0.0007633380591869354,0.5714504718780518,-0.2628352642059326,0.007799147162586451,-0.26847901940345764,-0.028378644958138466,-0.009762692265212536,0.5934971570968628,-0.35171645879745483,-0.014181452803313732,-0.0163247212767601,-0.01969514973461628,-0.007694348227232695,0.3417181968688965,0.19686487317085266,-0.006483465898782015,0.8701386451721191,-0.0011504855938255787,-0.00848483107984066,0.003091930178925395,0.32764872908592224,-0.18293920159339905,0.0035353463608771563,0.8180072903633118,-0.004673847928643227,0.016945693641901016,-0.002984072081744671
1777020228.9320335,0.014577865600585938,SKILL_BEYOND_MIMIC,INVALID,-0.3168761134147644,-0.007946019992232323,-0.0007365542696788907,0.5714504718780518,-0.2628394365310669,0.007806331384927034,-0.26847901940345764,-0.028370121493935585,-0.009749299846589565,0.5934971570968628,-0.3517164885997772,-0.01416692603379488,-0.01631132885813713,-0.019687535241246223,-0.00767970085144043,0.3417181968688965,0.19686487317085266,-0.006507434416562319,0.8701146841049194,-0.0011504855938255787,-0.008508799597620964,0.003091930178925395,0.32764872908592224,-0.18296316266059875,0.0035473306197673082,0.8180072903633118,-0.004673847928643227,0.016957677900791168,-0.002960103563964367
1777020228.954798,0.03734230995178223,SKILL_BEYOND_MIMIC,INVALID,-0.3169102072715759,-0.007937498390674591,-0.0007633380591869354,0.5714589953422546,-0.2628437280654907,0.0077702971175313,-0.268453449010849,-0.028387166559696198,-0.009749299846589565,0.5934886336326599,-0.35171645879745483,-0.014181452803313732,-0.01628454588353634,-0.019687559455633163,-0.007689408492296934,0.3416942358016968,0.19686487317085266,-0.006495450157672167,0.8701266646385193,-0.0011504855938255787,-0.008508799597620964,0.0031158984638750553,0.3276607096195221,-0.1829511821269989,0.0035353463608771563,0.8179952502250671,-0.004649879410862923,0.016957677900791168,-0.002960103563964367
1777020228.972109,0.05465340614318848,SKILL_BEYOND_MIMIC,INVALID,-0.30218398571014404,-0.009445913136005402,-0.012494638562202454,0.5609341859817505,-0.2567303478717804,-0.02354024536907673,-0.2505143880844116,-0.02967400662600994,-0.010365326888859272,0.57151859998703,-0.3665214478969574,-0.028039637953042984,-0.03307798132300377,-0.0037917587906122208,0.000591071555390954,0.33234652876853943,0.17929598689079285,-0.0011864382540807128,0.8598202466964722,-0.000431432097684592,-0.010402307845652103,-0.00535694882273674,0.30782681703567505,-0.1911364048719406,0.028186898678541183,0.8176117539405823,0.013805827125906944,0.030224215239286423,0.021535653620958328
1777020228.992575,0.0751192569732666,SKILL_BEYOND_MIMIC,INVALID,-0.24967069923877716,-0.010783884674310684,-0.030158549547195435,0.5162612199783325,-0.23391762375831604,-0.06005720794200897,-0.1841612011194229,-0.029887059703469276,-0.02268587052822113,0.49891018867492676,-0.34548529982566833,-0.029169559478759766,-0.056192394345998764,0.014442712999880314,0.020289044827222824,0.3335809111595154,0.15348197519779205,0.01823999173939228,0.8526417016983032,-0.017425063997507095,-0.02268613874912262,-0.022662170231342316,0.2864469587802887,-0.22068950533866882,0.08506403118371964,0.813213586807251,0.03123089112341404,0.058518972247838974,0.07387076318264008
1777020229.0125372,0.09508156776428223,SKILL_BEYOND_MIMIC,INVALID,-0.18295106291770935,-0.010136203840374947,-0.048800066113471985,0.4584812819957733,-0.20614619553089142,-0.09632713347673416,-0.10729172825813293,-0.03080744668841362,-0.02735964208841324,0.41200166940689087,-0.3238763213157654,-0.028960764408111572,-0.07041458785533905,0.042109373956918716,0.04015040770173073,0.3219442367553711,0.12969328463077545,0.024831315502524376,0.8534326553344727,-0.04351472109556198,-0.04338289424777031,-0.04337090998888016,0.27495408058166504,-0.25139307975769043,0.12679310142993927,0.7856138944625854,0.03532949462532997,0.08206797391176224,0.12529507279396057
1777020229.0327516,0.1152958869934082,SKILL_BEYOND_MIMIC,INVALID,-0.11377706378698349,-0.01144860964268446,-0.07573117315769196,0.40899336338043213,-0.1832994967699051,-0.1276967078447342,-0.03176021948456764,-0.037574008107185364,-0.022069843485951424,0.3286127746105194,-0.2928691804409027,-0.03360690921545029,-0.07145915180444717,0.07065212726593018,0.06617850065231323,0.29699307680130005,0.09811485558748245,0.016694026067852974,0.8555178642272949,-0.07599197328090668,-0.07047922909259796,-0.06923286616802216,0.26199913024902344,-0.28408604860305786,0.14305569231510162,0.7449274659156799,0.034874096512794495,0.09804295003414154,0.16561001539230347
1777020229.0528815,0.13542580604553223,SKILL_BEYOND_MIMIC,INVALID,-0.058502618223428726,-0.008133507333695889,-0.09706445783376694,0.38555753231048584,-0.1745302826166153,-0.13320933282375336,0.03261583670973778,-0.05819752439856529,-0.019110234454274178,0.2705260217189789,-0.2460193783044815,-0.026724305003881454,-0.06532566994428635,0.0872957706451416,0.09363505244255066,0.2656782865524292,0.07900001108646393,-0.0010186590952798724,0.8632476925849915,-0.12986107170581818,-0.10126670449972153,-0.09007343649864197,0.2331770658493042,-0.3116857409477234,0.14458967745304108,0.7198684215545654,0.034023214131593704,0.11323894560337067,0.18885940313339233
1777020229.0728095,0.15535378456115723,SKILL_BEYOND_MIMIC,INVALID,-0.018073704093694687,0.002493571024388075,-0.11117951571941376,0.36789971590042114,-0.17913833260536194,-0.12624968588352203,0.07122953981161118,-0.08201684057712555,-0.022739438340067863,0.23596885800361633,-0.1922888159751892,0.019199887290596962,-0.057370882481336594,0.10898473113775253,0.11202716082334518,0.232853502035141,0.08288290351629257,-0.034394726157188416,0.8844238519668579,-0.19696074724197388,-0.13034042716026306,-0.10725881904363632,0.19187943637371063,-0.33096835017204285,0.1525472104549408,0.7193531394004822,0.036192361265420914,0.12307799607515335,0.21156951785087585
1777020229.0933952,0.17593955993652344,SKILL_BEYOND_MIMIC,INVALID,0.020855318754911423,0.02913370355963707,-0.1277586817741394,0.3418135344982147,-0.19197173416614532,-0.10387671738862991,0.09259448945522308,-0.07371629774570465,-0.0327431857585907,0.21573735773563385,-0.17573584616184235,0.045749109238386154,-0.05612543597817421,0.14234286546707153,0.1280166357755661,0.18736137449741364,0.08970192819833755,-0.07372695207595825,0.92648845911026,-0.2708914279937744,-0.15276291966438293,-0.12865066528320312,0.15095330774784088,-0.34232938289642334,0.15720906853675842,0.7327275276184082,0.0381937250494957,0.1309036910533905,0.22664566338062286
